Channel 1 (V)
4.917434417
4.692067833
4.748036833
5.126019917
5.320565083
5.4967905
5.634405
5.34345275
4.938783417
4.745248
4.718898333
5.093756
5.45741025
5.6635435
5.625173
5.53155475
5.259306917
4.9717205
4.7518835
4.795543167
4.849925417
5.02754525
5.371821917
5.519630083
5.549586
5.5539135
5.385525667
5.064280917
4.815978583
4.758615167
4.711782
5.013649167
5.319363
5.582282667
5.585840833
5.526121333
5.25459475
4.983741333
4.802996083
4.648840917
4.714426583
4.96984525
5.287099083
5.472171833
5.33306675
5.21420475
5.176603583
4.945418917
4.784724417
4.98023125
5.179344333
5.411442583
5.5204475
5.36624425
5.150927083
4.884353083
4.880891083
5.000618583
5.246468667
5.456063917
5.547758833
5.336913417
5.159053167
4.948592417
4.87810225
5.1009685
5.23151475
5.299793083
5.471306333
5.325229167
5.088514917
4.972489833
4.877621417
4.84377075
5.091688417
5.388843417
5.393267083
5.491405167
5.1944425
5.037690833
4.908635167
4.802034417
4.776646417
4.848050167
5.298927583
5.520207083
5.650561
5.571127333
5.249017083
4.995906417
4.821027333
4.7316885
4.654466667
4.749912083
5.192471083
5.729658083
5.71504075
5.57454125
5.24161225
4.99494475
4.873870917
4.933253833
5.112316167
5.485779417
5.655417417
5.690470167
5.495155667
5.222907833
4.96090175
5.065290667
5.22747575
5.531650917
5.820535583
5.827026833
5.6358475
5.3571565
5.121403917
5.198577667
5.35614675
5.689604667
6.080474083
5.84140375
5.56357825
5.663832
5.412885083
5.49058775
5.61175775
5.873090667
6.051239417
6.146300167
6.037151
5.775577667
5.515543
5.381871333
5.297388917
5.36826375
5.564636083
5.747112333
5.978393167
6.150771917
6.119469667
5.87458125
5.469911917
5.221465333
5.136454
5.117941917
5.430916333
5.747256583
5.88265925
5.98219175
5.910595667
5.530352667
5.374129917
5.209540667
5.197423667
5.164534667
5.264548
5.806254833
5.765720583
5.629212
5.405913
5.132895833
5.065386833
5.1373195
5.260268583
5.688017917
5.730283167
5.70263525
5.483856083
4.999128
4.908539
4.958209083
5.183575667
5.465007417
5.620460833
5.611950083
5.668111417
5.551124667
4.912626083
4.869687667
4.868485583
5.299648833
5.602285333
5.716579417
5.5943035
5.472652667
4.866802667
4.788907667
4.848579083
5.061203583
5.485154333
5.564395667
5.549682167
5.413894833
4.91906925
4.9145975
4.9953775
5.088899583
5.354319583
5.450438167
5.49116475
5.288878167
5.034517333
4.831990333
4.70875275
4.923541
5.061636333
5.199106583
5.534055083
5.713405917
5.512417583
5.030863
4.840549167
4.86800475
4.966623667
5.239111917
5.476403167
5.50039675
5.393844083
4.949409833
4.78347425
4.619702417
4.599170833
5.217185917
5.349126583
5.3150355
5.342923833
5.403989667
5.298831417
5.267433
5.152273417
5.244160667
5.697971167
6.114084333
6.321708167
6.213953417
6.259969167
6.13971275
5.828469333
5.516504667
5.248199667
5.083898917
5.29585025
5.53357425
5.663783917
5.7414385
5.70580875
5.4125485
5.110489
4.853675917
4.727697583
4.738275917
4.896662417
5.033267167
5.27998275
5.37345675
5.422165167
5.1494365
4.768087583
4.563396833
4.583928417
4.621577667
4.856080083
5.042739583
5.163813417
5.2157915
5.242670083
5.106546167
4.80828525
4.592391083
4.588207833
4.601623083
4.754576167
4.939745083
5.069473917
5.206848
5.031055333
4.750777583
4.556953667
4.3416365
4.563252583
4.791167583
5.011870083
5.138425417
4.875986583
4.753951083
4.575129167
4.420925917
4.45198775
4.689086667
4.923877583
5.1488595
5.271808583
5.1390505
4.943399417
4.51718875
4.41361725
4.489685083
4.780637333
5.166217583
5.18391225
4.990857667
4.782656833
4.533585167
4.421070167
4.440399667
4.691538917
4.862619417
5.109960083
5.24824775
5.0669255
4.884112667
4.639657
4.462277583
4.29821725
4.481799417
4.871274417
5.164967417
5.198962333
5.22430225
5.07312825
4.7363045
4.508101
4.340771
4.33226025
4.47420225
4.726687833
5.025910417
5.107604
4.91041425
4.674757833
4.386257833
4.36745725
4.499926833
4.698511
4.887815083
5.195356083
5.208915583
5.065483
4.942005
4.684422583
4.419483417
4.383997917
4.528055583
4.716926917
4.984606833
5.114528
5.236803917
5.132318833
4.738083583
4.608979833
4.51834275
4.423089667
4.599074667
5.06418475
5.308207667
5.306428583
5.179680917
5.019371083
4.854926083
4.620712167
4.531277167
4.68278775
4.893777417
5.009465917
5.1742475
5.21564725
5.01283175
4.81347825
4.50160975
4.362600833
4.38765225
4.61181675
4.798860917
5.033988417
5.277049667
5.024419833
4.998599083
4.915991917
4.707069833
4.54459625
4.43813975
4.625616667
4.818767417
4.949025167
5.12650075
5.142416333
4.986962917
4.787369
4.444582917
4.474586917
4.646532917
4.88791125
5.180354083
5.127270083
4.991530833
4.8378565
4.334520167
4.3041315
4.4622295
4.82372
5.347876417
5.381775167
5.108854167
4.812805083
4.381834167
4.38361325
4.541518917
4.759288333
5.047211333
5.279021083
5.329075833
5.181556167
4.9076735
4.502571417
4.490983333
4.671488167
4.905894417
5.150927083
5.387929833
5.356868
5.03100725
4.796120167
4.633983167
4.491993083
4.607248833
4.879304333
5.138521583
5.333980333
5.446206833
5.407307417
5.336721083
5.1552065
4.97417275
4.861994333
4.848146333
5.113758667
5.398748583
5.546220167
5.638924833
5.61897025
5.622528417
5.326335083
5.108517583
4.944697667
4.873534333
5.043172333
5.6139215
5.851982083
5.856501917
5.632674
4.929695667
4.842184
4.901134167
5.04225875
5.482028917
5.700134917
5.611661583
5.451736417
5.140973833
4.898201083
4.831557583
4.946044
5.4079325
5.38268875
5.351578833
5.487173833
4.903586417
4.686490167
4.60114225
4.845549833
5.5602605
5.455583083
5.34316425
5.222330833
4.77337675
4.531421417
4.548010167
4.764481333
5.203193667
5.315372083
5.383938917
5.239352333
4.661775333
4.526949667
4.531950333
4.695626
5.079908
5.300658583
5.36105125
5.161842
4.893585083
4.6191735
4.3837575
4.467374417
4.624847333
5.08005225
5.234928667
5.389805083
5.219734333
4.837183333
4.587198083
4.498099667
4.532286917
5.004224833
5.219878583
5.272385583
5.190595833
4.711974333
4.580562583
4.61268225
4.580562583
5.028651167
5.148667167
5.190740083
5.195548417
4.8343945
4.630665417
4.4616525
4.385873167
4.87377475
5.135828917
5.168669833
5.157851083
5.147753583
4.895604583
4.602103917
4.40121175
4.372409833
4.615807667
4.85992675
5.034421167
5.117220667
5.116787917
4.926233667
4.565993333
4.4201085
4.342694333
4.383084333
4.84059725
5.081975583
5.229928
5.200164417
5.119336333
5.067214
4.957103167
4.9192135
5.145205167
5.517851
5.874533167
6.018735083
6.164139083
6.085090083
5.72629225
5.322632667
5.033940333
4.712743667
4.7270725
5.062694167
5.326864
5.381679
4.966431333
4.757461167
4.591092833
4.422464583
4.449824
4.74452675
4.929070583
4.840453
4.773040167
4.571955667
4.454488083
4.33976125
4.4956955
4.696010667
4.935081
5.096015917
4.787465167
4.464297083
4.23532425
4.219360583
4.287206167
4.605854417
4.82126775
4.889305667
4.727745667
4.540413
4.332067917
4.243738833
4.553924417
4.785109083
4.949554083
5.059136
5.003840167
4.888151667
4.73183275
4.410347583
4.280955333
4.618548417
4.804679
4.98023125
4.968018083
4.947246083
4.768520333
4.610903167
4.41505975
4.21541775
4.437322333
4.772559333
4.963931
5.13457875
5.060241917
4.802996083
4.44910275
4.324855417
4.5187755
4.700338167
4.8984415
5.172612667
4.886276417
4.6537935
4.365822417
4.31062275
4.402461917
4.736833417
5.0299975
5.075292
5.056491417
4.810064333
4.505408333
4.385007667
4.367793833
4.367264917
4.526949667
4.701396
4.96234425
5.094717667
5.030959167
4.851752583
4.667978083
4.350676167
4.244989
4.256288583
4.359908167
4.632636833
4.92195425
5.126693083
5.105536417
4.715821
4.55988675
4.311295917
4.206570417
4.369524833
4.553203167
4.804438583
5.035142417
5.22185
5.147368917
4.929503333
4.603883
4.33283725
4.309853417
4.299419333
4.459825333
4.728515
5.017399667
5.125875667
5.103613083
4.97374
4.754816583
4.27715675
4.253595917
4.407799167
4.767414417
5.225119667
5.127173917
5.017832417
4.7432285
4.268982583
4.267492
4.48718475
4.803188417
5.149148
5.1725165
5.01600525
4.7651545
4.386690583
4.281003417
4.436601083
4.74885425
5.323786667
5.372447
4.94734225
4.555943917
4.367697667
4.351830167
4.470355583
4.6180195
4.817757667
5.128376
5.206030583
4.984510667
4.5966705
4.332164083
4.394047333
4.641628417
4.770972583
5.233341917
5.325806167
5.096737167
4.778521667
4.493483667
4.381064833
4.40409675
4.56219475
4.742266833
5.005523083
5.215983833
5.1390505
5.030622583
4.789051917
4.586092167
4.469826667
4.50968775
4.54199975
5.09101525
5.174199417
5.1390505
4.98975175
4.583111
4.386305917
4.416886917
4.689327083
4.998551
5.093371333
5.115008833
4.957535917
4.883247167
4.795927833
4.51718875
4.560415667
4.659323083
4.896614333
5.093707917
5.273010667
5.27969425
5.275511
4.775059667
4.638551083
4.703655917
4.854108667
5.335759417
5.495107583
5.53905575
5.4939055
5.276905417
5.070772167
5.005667333
4.996771917
5.112845083
5.296667667
5.457506417
5.71013625
5.813900083
5.598631
5.340038833
5.136550167
4.976625
4.88444925
5.0288435
5.338067417
5.668496083
5.765768667
5.66253375
5.567136417
5.429377667
5.168669833
4.955949167
4.947967333
5.07197425
5.240410167
5.420145667
5.588870083
5.740765333
5.436494
5.1990585
4.950131083
4.87565
5.294888583
5.453323167
5.598102083
5.54540275
5.216176167
4.963594417
4.746882833
4.723850917
5.0288435
5.339365667
5.469575333
5.393699833
5.112797
4.752700917
4.64932175
4.686394
4.820065667
4.991578917
5.252046333
5.427213917
5.468229
5.035286667
4.6589865
4.5447405
4.588881
5.220888333
5.386391167
5.281521417
5.343693167
5.298206333
4.9763365
4.716446083
4.699857333
4.674084667
4.7397665
5.052115833
5.283348583
5.512177167
5.597284667
5.393555583
5.0553855
4.774001833
4.681441417
4.5193525
4.550750917
4.929551417
5.220936417
5.371052583
5.277193917
5.25949925
5.199875917
4.889257583
4.661775333
4.691538917
4.875601917
5.137800333
5.297965917
5.249161333
4.983741333
4.74135325
4.714667
4.850454333
4.947726917
5.169583417
5.329941333
5.341048583
4.97099925
4.677354333
4.583784167
4.771982333
4.913780083
4.9994165
5.146263
5.093371333
5.069570083
4.835452333
4.62422225
4.803428833
5.034709667
5.28055975
5.445822167
5.742496333
5.615892917
5.5198705
5.425050167
5.628442667
5.81918925
6.124470333
6.274201833
6.226743583
5.859194583
5.4846735
4.98513575
4.713272583
4.620856417
4.606287167
4.973788083
5.267817667
5.291859333
5.370090917
5.397450333
5.17496875
4.830115083
4.616528917
4.4651145
4.512524667
4.860311417
5.079234833
5.198096833
5.170593167
4.888872917
4.593448917
4.3064395
4.45112225
4.885699417
5.114912667
5.332585917
5.266279
4.923781417
4.784147417
4.464826
4.399144167
4.5787835
4.9394085
5.29267675
5.083995083
4.822517917
4.732794417
4.486800083
4.65826525
4.77799275
4.977586667
5.144628167
5.291859333
5.3352305
5.05985725
4.747652167
4.613163083
4.667353
4.6272515
4.91849225
5.228725917
5.3888915
5.340327333
5.133520917
5.030286
4.83598125
4.66172725
4.541759333
4.649514083
4.87579425
5.05466425
5.269404417
5.391824583
5.33681725
4.966912167
4.54026875
4.552914667
4.500263417
4.567772417
4.78433975
4.98051975
5.255796833
5.350617167
5.182614
4.93955275
4.451314583
4.488483
4.613740083
4.84348225
5.237092417
5.315083583
5.198433417
4.975374833
4.677787083
4.699424583
4.669035917
4.7576535
5.203049417
5.237909833
5.052885167
5.008937
4.53017125
4.440063083
4.5995555
4.929359083
5.202712833
5.27507825
5.328210333
4.99148275
4.710676083
4.589265667
4.428138417
4.516371333
4.705963917
5.16515975
5.27103925
5.184152667
5.012014333
4.7905425
4.670863083
4.602200083
4.620231333
4.80886225
5.25805675
5.270943083
5.187133833
5.086880083
4.767799083
4.471701917
4.486367333
4.661390667
4.876707833
5.13342475
5.353934917
5.3992775
5.3294605
5.00475375
4.641628417
4.52368
4.532912
